#Table1
u,g,r,i,z,class,redshift,plate,mjd,fiberid
19.01878,18.02522,17.8019,17.72624,17.69124,STAR,-3.287673E-05,2175,54612,555
19.15197,17.87877,17.16032,16.63956,16.32791,GALAXY,0.08644593,1659,53224,204
19.19653,18.70966,18.33966,18.22037,18.0509,QSO,1.055838,2528,54571,262
17.52109,16.10933,15.54365,15.37503,15.27197,STAR,-0.0002763299,2182,53905,393
19.51601,18.33907,17.84029,17.53233,17.36371,GALAXY,0.07306435,2526,54582,590
16.92187,15.80644,15.66881,15.65446,15.68561,STAR,-0.0001944642,2201,53904,2
19.52952,18.57257,18.31563,18.19101,18.17647,STAR,0.0001023821,2189,54624,373
19.16127,17.34855,16.48633,16.05687,15.73816,GALAXY,0.1184459,2208,53880,399
19.2084,17.5795,16.73907,16.2682,15.91304,GALAXY,0.04845151,1687,53260,323
19.37828,19.1722,19.04738,18.85143,18.74173,QSO,1.6094,2208,53880,366
18.83323,17.52104,17.18141,16.76735,17.04595,GALAXY,0.04762905,1693,53446,546
19.21592,18.86306,18.68117,18.63587,18.49905,QSO,0.7343239,344,51693,158
18.77139,17.01719,16.06985,15.59465,15.25746,GALAXY,0.1251287,5003,55715,452
19.32237,17.79507,17.2505,16.95892,16.84494,GALAXY,0.03655796,1424,52912,486
19.59746,19.38847,19.12336,19.202,19.20482,QSO,1.043772,1570,53149,502
17.47796,15.48657,14.49599,14.05042,13.71319,GALAXY,0.08892827,4073,55663,18
19.39355,18.05592,17.50564,17.12575,16.94746,GALAXY,0.1058964,979,52427,238
19.45118,18.11893,17.55286,17.31762,17.20751,STAR,-0.000663464,1837,53494,52
18.9583,17.12752,16.30154,15.90594,15.59033,GALAXY,0.03611293,1424,52912,587
19.44353,17.44378,16.40552,15.91257,15.57599,GALAXY,0.1182669,1424,52912,490
19.40368,18.94534,18.73802,18.48311,18.43614,QSO,1.674095,2528,54571,465
15.97145,14.73933,14.19044,13.95905,13.83895,STAR,-0.0002705172,2175,54612,179
18.64792,17.47482,16.81716,16.33677,16.1285,GALAXY,0.06684076,980,52431,78
19.4007,18.26593,17.87291,17.72834,17.67041,STAR,-0.0001688724,3426,54977,326
16.97318,16.00304,15.6882,15.56538,15.55554,STAR,-0.0009621514,2182,53905,522
18.50236,18.30291,18.02936,17.88949,17.86566,QSO,1.350368,4070,55681,192
18.56051,17.6262,17.33924,17.2065,17.1455,STAR,-0.0003825686,2180,54613,542
19.09601,17.65584,16.76408,16.29568,16.00077,GALAXY,0.1424884,1823,53886,311
19.5979,17.76283,17.00279,16.67925,16.52351,STAR,-1.953021E-05,2180,54613,200
19.50424,18.05349,17.36655,17.0092,16.76686,GALAXY,0.03694497,1424,52912,505
17.90153,16.90507,16.5959,16.47077,16.44814,STAR,-0.0006251071,2191,54621,520
19.07374,17.80247,17.22529,16.80515,16.60431,GALAXY,0.1371232,1414,53135,107
17.34221,16.14761,15.64804,15.33714,15.16493,GALAXY,0.0451928,1693,53446,262
19.51024,17.49236,16.34951,15.79009,15.34761,GALAXY,0.09006479,4061,55362,398
17.87224,16.79056,16.53036,16.4856,16.48569,STAR,-0.0002901152,2182,53905,382
17.15996,16.2556,16.52733,16.73147,16.86975,STAR,-0.0002911896,2526,54582,541
18.69452,17.74877,17.4771,17.3553,17.32917,STAR,-0.0004143807,2526,54582,143
19.04965,17.25373,16.42121,16.02731,15.63813,GALAXY,0.06241098,1693,53446,497
17.48374,16.45801,16.05083,15.98351,15.9446,STAR,-0.0007755727,2178,54629,359
18.93659,17.39316,16.84472,16.62296,16.51695,STAR,2.519228E-06,2182,53905,533
19.14394,18.11778,17.88887,17.83044,17.80787,STAR,-0.0004908108,2180,54613,492
19.45436,18.04279,17.34744,16.99059,16.7033,GALAXY,0.09983624,1729,53858,614
18.96924,17.3926,16.71377,16.4187,16.25603,STAR,-0.001006345,2182,53905,331
18.70173,17.16827,16.36426,15.90729,15.5581,GALAXY,0.05868592,344,51693,134
19.06353,18.09995,17.76851,17.61963,17.58742,STAR,-0.0003038726,5003,55715,896
19.38831,17.62529,17.02216,16.64644,16.37741,GALAXY,0.0456305,1692,53473,122
17.54122,16.43311,16.30377,16.27699,16.30028,STAR,-0.000107275,2180,54613,603
19.45797,17.5929,16.65127,16.19366,15.83309,GALAXY,0.1061492,979,52427,358
18.8188,17.7204,17.22298,16.9095,17.0863,GALAXY,0.04690899,1837,53494,114
17.88486,16.5499,16.03882,15.73033,15.61192,GALAXY,0.04774971,979,52427,465
18.06777,16.9476,16.50937,16.34751,16.2617,STAR,-0.000172144,2175,54612,496
17.32438,15.48256,14.75578,14.4945,14.3557,STAR,-0.0002858148,2534,53917,566
17.64747,16.67597,16.36707,16.2378,16.21626,STAR,1.572364E-06,2210,53535,167
18.22819,16.94812,16.44314,16.08277,15.8896,GALAXY,0.0658464,1425,52913,12
19.21148,17.95136,17.27021,16.93936,16.8088,STAR,-0.0001281548,2812,54639,409
17.79255,16.13599,15.47996,15.23835,15.11259,STAR,-7.28019E-05,2184,53534,463
19.3709,18.38084,18.01735,17.87414,17.82916,STAR,0.0001490129,4065,55368,912
18.85818,17.19086,16.4593,16.15331,16.00148,STAR,-0.000228731,2184,53534,560
18.36892,16.81392,16.02546,15.68843,15.4755,STAR,-0.0006373155,2184,53534,512
17.65923,16.02239,15.16878,14.74235,14.42033,GALAXY,0.04947956,2533,54585,570
18.44329,16.809,16.499,16.40215,16.33871,STAR,-5.853415E-05,2812,54639,567
18.96315,17.59749,16.9517,16.57282,16.27979,GALAXY,0.05407521,1425,52913,95
19.48876,19.34352,19.04185,18.92529,18.91182,QSO,1.385429,2532,54589,68
17.87212,17.87043,17.95331,18.02428,18.09929,STAR,-5.903588E-05,364,52000,269
19.33951,18.39598,18.03444,17.85228,17.79582,STAR,-0.0006216858,2195,54234,375
19.38452,17.83761,17.06329,16.63245,16.36057,GALAXY,0.09292811,346,51693,631
17.07821,15.99903,15.61731,15.4587,15.41257,STAR,0.0001174706,2183,53536,204
19.47899,18.29823,17.86285,17.7286,17.62599,STAR,-0.0003011518,1689,53177,46
18.7114,17.217,16.70024,16.20035,15.95767,GALAXY,0.05747012,346,51693,621
18.9073,18.71,18.80559,18.87819,19.12151,QSO,6.991177,1689,53177,48
18.57379,16.84803,16.19628,15.99607,15.89252,STAR,-4.580799E-06,2184,53534,378
17.87538,16.64335,16.0043,15.64999,15.40825,GALAXY,0.03301613,2204,53877,173
17.30947,16.12564,15.75774,15.61786,15.5156,STAR,-0.0005356431,2184,53534,535
19.38356,17.5529,16.68161,16.25833,15.93425,GALAXY,0.05248737,2533,54585,197
18.75803,17.63581,17.23229,16.95002,16.773,GALAXY,0.05887638,1567,53172,526
17.52858,16.14792,15.59507,15.40023,15.31736,STAR,-7.663009E-05,346,51693,594
19.25852,18.15912,17.6605,17.47011,17.38312,STAR,-0.0001383488,2210,53535,393
19.14842,18.84053,18.56018,18.45422,18.45607,QSO,1.378284,2532,54589,154
17.87771,16.534,16.62931,16.72805,16.7706,STAR,-0.0008000752,1732,53501,606
18.79324,17.14439,16.32519,15.87086,15.57657,GALAXY,0.08369512,346,51693,79
17.6393,15.56394,14.75664,14.42789,14.24987,STAR,-0.0006621562,2183,53536,281
17.16031,16.1184,15.77802,15.6454,15.60764,STAR,-0.0003431855,1567,53172,360
18.05646,16.95982,16.58254,16.42249,16.34378,STAR,-0.0006199972,2184,53534,410
17.19196,15.21131,14.31107,13.87703,13.5967,GALAXY,0.05506872,1425,52913,503
19.25239,18.09299,17.59472,17.39699,17.31602,STAR,-0.0002966057,364,52000,319
19.52243,17.7157,17.00988,16.74624,16.56939,STAR,-8.732149E-05,2532,54589,455
19.29271,17.44894,16.59288,16.19574,15.89886,GALAXY,0.07580711,1425,52913,238
18.80394,17.62088,17.16185,16.99216,16.93213,STAR,5.402506E-05,1568,53169,70
17.93673,16.36359,15.5996,15.18761,14.85938,GALAXY,0.03511321,2532,54589,271
18.00611,17.70076,17.52587,17.27888,17.17517,QSO,1.649677,5212,56016,216
19.21485,17.86317,17.34438,17.16962,17.10773,STAR,-0.0001568706,2183,53536,25
17.40062,15.44799,14.52171,14.12686,13.75916,GALAXY,0.03284923,2531,54572,9
19.36639,19.07735,18.91776,18.73123,18.7693,QSO,1.46759,2531,54572,113
18.80456,17.66577,17.18234,16.92209,16.77722,GALAXY,0.02971287,1568,53169,112
19.56508,18.07842,17.59711,17.30647,17.1456,GALAXY,0.05813755,346,51693,523
18.57536,17.19234,16.66043,16.31969,16.13072,GALAXY,0.04974021,2533,54585,402
19.56914,18.02775,17.12377,16.6984,16.32781,GALAXY,0.1268869,2532,54589,303
19.08027,17.44555,16.50281,16.02934,15.67496,GALAXY,0.1000728,2531,54572,41
18.25255,17.13926,16.76905,16.55309,16.42937,GALAXY,0.03249663,2532,54589,376
19.28455,18.23907,17.6278,17.19677,17.01791,GALAXY,0.1211326,2203,53915,115
18.45609,17.42453,16.94969,16.55033,16.38321,GALAXY,0.06928972,1688,53462,10
18.00301,16.16242,15.26119,14.81888,14.45232,GALAXY,0.05015671,2532,54589,429
18.79082,16.84474,15.89277,15.46207,15.09109,GALAXY,0.09152278,1732,53501,1
18.61687,17.34424,17.47786,17.59269,17.65522,STAR,-0.0001496624,3290,54941,12
17.06634,15.93008,15.70957,15.65066,15.68404,STAR,7.457749E-05,1688,53462,86
19.1924,19.13824,18.97053,18.96022,19.0032,QSO,1.26193,2203,53915,59
17.28991,15.61379,14.90555,14.61278,14.45785,STAR,0.0002761667,2183,53536,629
18.90161,16.80792,15.89837,15.4545,15.11052,GALAXY,0.04877122,2529,54585,13
19.20437,17.97,17.45735,17.25831,17.16094,STAR,-0.0002560467,2204,53877,307
19.568,18.85903,18.55373,18.28336,18.20551,QSO,0.5853389,4068,55445,320
17.82895,16.86494,16.53234,16.39604,16.36506,STAR,-0.0004147729,5212,56016,366
19.19896,17.34488,16.48807,16.0805,15.77927,GALAXY,0.05180607,2209,53907,269
19.41931,18.17987,17.7232,17.45311,17.34267,GALAXY,0.04231139,2532,54589,325
18.67561,17.16761,16.53998,16.27229,16.13356,STAR,-0.0001583485,3290,54941,629
17.53933,16.23525,16.37634,16.50508,16.5635,STAR,-0.001225605,1568,53169,518
19.15502,17.93954,17.22194,16.80885,16.57913,GALAXY,0.1484425,1732,53501,458
19.49384,18.33141,17.55307,17.13524,16.87967,GALAXY,0.130987,1731,53884,619
18.23624,16.97413,16.54882,16.39833,16.36308,STAR,-0.0001722468,2194,53904,393
19.52915,18.54678,18.17489,18.03173,18.01167,STAR,3.269265E-05,4068,55445,653
19.47725,18.36467,17.70277,17.28377,17.05702,GALAXY,0.1416006,2531,54572,153
18.43962,16.67414,15.89858,15.56616,15.36934,STAR,-0.0004470402,3298,54924,69
18.98621,17.37554,16.6705,16.2849,16.00627,GALAXY,0.05522228,1415,52885,126
18.60934,18.36047,18.22846,18.03974,18.07957,QSO,1.523039,2203,53915,528
17.33949,16.41713,16.0727,15.94112,15.89624,STAR,8.594981E-05,4066,55444,578
18.41052,18.22803,18.25857,18.44888,18.42234,QSO,1.601229,1732,53501,218
19.16433,17.68007,17.06848,16.84639,16.73926,STAR,-0.0001466611,2183,53536,600
19.54155,18.53623,18.2035,18.07813,18.05849,STAR,0.0001294436,4175,55680,513
19.24927,18.09534,17.51291,17.22895,17.04208,GALAXY,0.05732824,1689,53177,406
19.43531,18.20708,17.52466,17.07995,16.80872,GALAXY,0.1158519,2204,53877,384
18.50206,17.437,17.07808,16.92352,16.88011,STAR,-0.0005898646,1568,53169,471
17.71169,16.48841,15.97476,15.74612,15.618,STAR,-0.0004183053,3298,54924,609
19.43045,17.95241,17.31551,17.0517,16.8879,STAR,0.0002413674,3290,54941,166
19.44119,18.47995,18.15639,18.0232,18.00553,STAR,-0.0002475872,5212,56016,452
18.91639,17.92933,17.59385,17.48131,17.44751,STAR,-0.0006024792,1688,53462,552
16.95656,16.04836,15.47634,15.11808,14.92651,QSO,0.03787673,1731,53884,111
19.07598,18.0819,17.55894,17.21523,17.10263,GALAXY,0.07676364,2209,53907,469
18.41387,17.21772,16.72995,16.54539,16.45047,STAR,-0.0004499386,3426,54977,12
19.11489,17.12669,16.18703,15.76093,15.44148,GALAXY,0.07852446,1415,52885,65
18.53336,17.09684,16.51774,16.31004,16.18575,STAR,6.031248E-05,2183,53536,535
19.06961,17.87681,17.41346,17.06178,16.87506,GALAXY,0.08057937,2203,53915,468
18.80847,17.42967,16.50732,15.94771,15.56705,GALAXY,0.1285425,2531,54572,184
18.54182,17.10937,16.5469,16.24163,16.23028,STAR,-7.861198E-05,3290,54941,589
18.9667,18.80787,18.56179,18.23332,18.17892,QSO,1.748238,2530,53881,117
17.91878,16.62567,16.16303,15.91542,15.96739,STAR,-0.0001516158,3290,54941,291
18.87966,17.4134,16.57898,16.33652,16.64241,GALAXY,0.1308131,1731,53884,532
19.57556,18.23365,17.34847,16.92931,16.65516,GALAXY,0.1994577,977,52410,527
18.38985,16.5268,15.78269,15.48093,15.32639,STAR,-0.001023436,2177,54557,321
19.17136,17.89479,17.31749,16.95092,16.68442,GALAXY,0.03587306,2197,53555,524
18.66337,17.59669,17.20327,16.94599,16.81209,GALAXY,0.06173557,1572,53177,171
17.81684,16.14808,15.50042,15.26665,15.16736,STAR,-0.0001475822,977,52410,367
19.39077,17.2656,16.27102,15.81983,15.44999,GALAXY,0.09274685,5002,55710,141
19.02143,17.62346,16.86729,16.35039,16.08403,GALAXY,0.1193851,2968,54585,576
19.35333,17.84509,17.27373,16.92812,16.66823,GALAXY,0.07248858,978,52441,223
19.23525,18.18988,17.78615,17.51587,17.3549,GALAXY,0.04129215,2200,53875,82
18.18961,16.46082,15.61396,15.17141,14.87022,GALAXY,0.0666888,1691,53260,479
17.88825,16.20054,15.35351,14.96123,14.68153,GALAXY,0.04087611,2197,53555,139
18.61365,16.81834,15.93333,15.49467,15.16416,GALAXY,0.04519845,1658,53240,606
18.67457,17.03693,16.17525,15.71924,15.39593,GALAXY,0.08653264,5002,55710,69
18.81223,17.22492,16.52851,16.27894,16.12004,STAR,2.016953E-05,2303,54629,351
19.01888,18.02091,17.60554,17.4483,17.3785,STAR,-0.001033299,2196,53534,35
17.11514,15.98566,15.62822,15.50241,15.44604,STAR,-0.0001720766,2303,54629,342
19.34613,17.19838,16.17034,15.68917,15.30625,GALAXY,0.0899504,2200,53875,507
19.37399,18.15516,17.51346,17.09936,16.85484,GALAXY,0.06010811,2949,54557,135
19.08585,17.76203,17.19173,16.95249,16.84779,STAR,-0.0005728541,2808,54524,387
17.67704,15.82117,14.96404,14.55765,14.26292,GALAXY,0.0431139,2200,53875,122
18.73078,17.34082,16.76434,16.51466,16.38024,STAR,-0.0006056096,3289,54910,552
18.65866,17.62852,17.3245,17.19171,17.19928,GALAXY,0,2967,54584,44
18.91531,17.83077,17.45104,17.32037,17.26426,STAR,-0.0002050191,1853,53566,609
18.87711,17.1053,16.27799,15.8806,15.54607,GALAXY,0.03482774,2524,54568,373
19.31246,18.51557,18.08941,17.69839,17.48962,GALAXY,0.1072186,2524,54568,432
19.42221,18.10135,17.21063,16.71891,16.48413,GALAXY,0.1141542,343,51692,311
19.53489,17.77706,16.68057,16.19652,15.84166,GALAXY,0.17298,2520,54584,5
18.80301,17.67374,17.27074,17.03895,16.91035,GALAXY,0.05741844,1409,52824,93
19.5802,18.12156,17.39491,16.93417,16.68737,GALAXY,0.1253612,1853,53566,547
19.08323,18.14679,17.84285,17.66908,17.74056,GALAXY,0.1247994,2523,54572,450
17.29466,16.07505,15.98103,16.01915,21.55704,GALAXY,0.03228151,2829,54623,336
19.30682,17.3206,16.35139,15.87937,15.51949,GALAXY,0.05591104,4055,55359,996
19.19229,18.79525,18.66371,18.54386,18.41139,QSO,2.025719,342,51691,56
19.44478,17.54176,16.52184,16.0347,15.62191,GALAXY,0.08740792,1423,53167,410
19.16098,18.06044,18.00937,18.05204,18.09804,STAR,-0.001223613,2949,54557,99
19.45103,16.88567,15.68024,15.2205,14.97998,STAR,-2.297305E-05,1409,52824,80
18.16744,16.89578,16.43931,16.2854,16.23489,STAR,-0.0002482529,2524,54568,383
17.71766,16.35694,15.59539,15.12872,14.80821,QSO,0.06827014,2808,54524,380
16.91514,15.68753,15.86026,16.04072,16.14024,STAR,-0.0004375761,2253,54551,84
18.39335,16.99467,16.42199,16.21487,16.11285,STAR,-0.0001337974,2808,54524,348
18.95216,17.70571,17.12472,16.77306,16.59675,GALAXY,0.05600059,2523,54572,440
17.87616,16.12738,15.32943,14.99987,14.82952,STAR,-0.0002556734,2808,54524,376
17.11558,15.49728,14.82913,14.55709,14.39704,STAR,-0.0007968728,2253,54551,85
18.59654,17.25397,16.66726,16.32625,16.07725,GALAXY,0.04448922,2974,54592,563
17.9238,16.48285,15.91611,15.62097,15.3849,GALAXY,0.02603399,1822,53172,309
17.90192,16.07129,15.28771,14.94841,14.75175,STAR,-0.0005228746,3289,54910,511
17.63148,15.61258,14.82985,14.9739,14.34711,STAR,-0.0001867408,2808,54524,401
17.41329,16.57882,15.90619,15.44969,15.20431,QSO,0.1099417,2951,54592,326
19.36149,18.28905,17.85475,17.56377,17.48173,GALAXY,0.04096565,1726,53137,82
19.2488,17.89083,17.31029,17.04935,17.07403,STAR,-0.0001576012,1690,53475,611
19.48542,18.03908,17.46463,17.11338,16.92106,GALAXY,0.061942,1658,53240,453
18.47812,16.31319,15.27025,14.79677,14.44689,GALAXY,0.1018244,1690,53475,164
17.01337,16.52611,16.70552,16.87166,17.07186,STAR,-4.439927E-05,2968,54585,304
19.01771,17.68858,17.65589,17.68853,17.66831,STAR,3.213207E-05,594,52045,580
18.14589,16.44271,15.6287,15.24817,14.95149,GALAXY,0.03425819,2197,53555,215
18.84406,17.2938,16.50091,16.10854,15.81238,GALAXY,0.09051508,1409,52824,251
19.3953,18.38602,18.05227,17.91041,17.84855,STAR,-0.000992039,3289,54910,136
19.54063,18.02735,17.17544,16.71364,16.39715,GALAXY,0.153497,2523,54572,273
19.40802,17.58403,16.58448,16.1228,15.74295,GALAXY,0.107821,978,52441,394
19.18889,17.96584,17.47905,17.2296,17.03019,GALAXY,0.03329501,1822,53172,340
16.98948,15.8681,15.33698,15.0175,14.84769,GALAXY,0.03063598,342,51691,516
19.54877,17.73306,16.64412,16.03586,15.57637,GALAXY,0.08413029,2949,54557,555
18.12933,17.15469,16.88192,16.77713,16.76819,STAR,-0.0003033614,2967,54584,75
18.17503,16.99623,16.51552,16.23248,16.02033,GALAXY,0.03381639,2197,53555,249
18.29261,16.98888,16.33738,15.95009,15.68837,GALAXY,0.06512222,1423,53167,361
19.27066,19.0895,19.3959,19.66767,20.15251,STAR,-0.0001606595,4996,55720,116
17.5968,16.66325,16.34931,16.23476,16.19641,STAR,-0.0004010846,4882,55721,214
18.76368,17.20187,16.42368,16.01982,15.7046,GALAXY,0.09072977,975,52411,158
19.00311,17.84478,17.3606,17.06992,16.89672,GALAXY,0.08168125,342,51691,85
17.61379,15.72184,14.87951,14.45926,14.1367,GALAXY,0.03845983,2199,53556,38
18.79564,17.55825,17.01357,16.76133,16.64975,STAR,-9.345812E-05,2303,54629,281
17.20491,15.17651,14.30516,13.86966,13.57098,GALAXY,0.05135348,1423,53167,324
19.16346,17.86504,17.27015,16.99268,16.84704,STAR,-4.996741E-05,3289,54910,206
19.24788,17.54252,16.48246,15.9379,15.45462,GALAXY,0.03647433,2967,54584,86
19.12794,17.90438,17.21171,16.81738,16.54031,GALAXY,0.1488446,594,52045,77
19.22916,17.73101,17.00299,16.58152,16.26509,GALAXY,0.0598942,1573,53226,206
17.10556,15.17103,14.39089,14.58461,13.95068,STAR,-3.45774E-05,2951,54592,353
19.12968,17.36076,16.44637,15.95105,15.56075,GALAXY,0.04541337,5002,55710,864
19.38553,18.45702,18.11094,17.99343,17.97431,STAR,-0.0004417448,5002,55710,956
18.18412,17.15667,16.7693,16.59933,16.54991,STAR,-0.0004597813,3289,54910,173
19.16243,17.62059,16.87611,16.51574,16.24047,GALAXY,0.03456528,2521,54538,592
17.92544,16.40728,15.66526,15.21928,14.83354,GALAXY,0.03747601,2200,53875,463
19.45299,18.4253,17.8152,17.47415,17.28367,GALAXY,0.2233282,1409,52824,170
18.69449,17.31339,16.64998,16.20779,15.91413,GALAXY,0.07110317,2523,54572,392
17.90785,16.76462,16.643,16.64906,16.67557,STAR,-0.000355598,1853,53566,606
17.43505,16.2831,15.87061,15.60306,15.46556,GALAXY,0.03622007,2967,54584,126
17.16368,15.29128,14.49548,14.07888,13.77712,GALAXY,0.03737884,2196,53534,125
17.86752,16.77968,16.3451,16.15011,16.0672,STAR,-0.0004025501,2253,54551,30
17.72237,16.58463,16.03713,15.8676,15.77507,STAR,-0.0003677084,3289,54910,211
19.13027,19.12053,17.9446,17.85851,17.79096,STAR,-0.0003501456,1821,53167,617
18.83732,17.949,17.69328,17.56247,17.53495,STAR,-0.0005901724,3922,55333,246
17.76139,16.52565,16.37673,16.34576,16.38408,STAR,-9.044803E-05,2205,53793,43
18.8512,17.61426,16.99408,16.56634,16.29053,GALAXY,0.08419205,1853,53566,287
18.48886,17.12558,16.22963,15.73329,15.39154,GALAXY,0.1135141,4804,55679,938
18.1161,17.18683,16.85213,16.72028,16.67694,STAR,-2.348774E-05,595,52023,27
18.04341,16.5571,15.80415,15.42929,15.22179,GALAXY,0.03163107,2527,54569,177
18.58542,16.76435,15.85533,15.40821,15.05761,GALAXY,0.06082491,2201,53904,128
19.19705,18.05809,17.26988,16.81054,16.5416,GALAXY,0.1485576,2201,53904,560
17.9425,16.82252,16.33103,16.11645,16.0078,STAR,8.211011E-05,2175,54612,200
18.13732,17.10391,16.7492,16.61769,16.56526,STAR,-0.0002971366,2180,54613,474
19.30454,18.05288,18.1981,18.32245,18.41998,STAR,-0.0004953829,2191,54621,567
18.02272,16.69239,16.21113,16.04408,15.96356,STAR,0.0001057652,1730,53498,268
19.16753,17.60633,16.99945,16.7736,16.64566,STAR,3.265733E-05,2175,54612,448
18.34952,16.81541,16.15125,15.86235,15.71912,STAR,-0.0008012597,2180,54613,481
18.21808,16.85234,16.32,16.15309,16.05389,STAR,5.449959E-05,2180,54613,424
19.4429,19.13958,19.01188,18.7838,18.8674,QSO,1.573652,2526,54582,506
19.17622,18.05573,17.53511,17.26284,17.14537,GALAXY,0.08241764,2201,53904,111
17.59039,16.56623,16.24841,16.1295,16.08422,STAR,-0.0007761708,2526,54582,528
18.65645,16.90882,16.03759,15.61972,15.28364,GALAXY,0.0816976,2198,53918,521
19.51999,19.12904,18.86492,18.55372,18.49627,QSO,1.61513,1414,53135,611
18.41199,18.18468,18.0488,18.09064,18.08887,QSO,0.9514301,979,52427,605
18.39425,16.68292,16.01315,15.51297,15.33248,GALAXY,0.07094782,2528,54571,347
18.15718,16.28877,15.36999,14.90704,14.56141,GALAXY,0.07315855,1729,53858,499
19.12916,17.70108,16.82675,16.36447,16.06521,GALAXY,0.159186,1424,52912,401
19.35927,18.26884,17.69268,17.31701,17.09565,GALAXY,0.1253462,1837,53494,491
19.56472,19.40979,18.96193,18.52198,18.43243,QSO,0.1764964,344,51693,363
18.58281,17.14301,16.55131,16.31684,16.21057,STAR,-1.372469E-05,2180,54613,414
19.10449,17.77011,17.04843,16.63814,16.34998,GALAXY,0.09044351,2969,54586,157
18.63058,16.98171,16.16825,15.71667,15.44494,GALAXY,0.1071405,980,52431,485
18.84141,17.59341,17.07628,16.70327,16.49026,GALAXY,0.1019361,1728,53228,615
19.01911,17.46553,16.58176,16.14834,15.81714,GALAXY,0.09486275,2201,53904,205
19.38411,18.47912,17.79001,17.42301,17.18684,GALAXY,0.2305218,2527,54569,576
19.25188,18.10425,17.68571,17.53408,17.48239,STAR,-0.0005871077,979,52427,448
17.08373,15.86106,15.71037,15.65483,15.65411,STAR,0.0007400388,2175,54612,369
17.18363,16.01866,15.90788,15.93175,16.00271,STAR,-0.0002668915,2527,54569,491
19.52495,19.24354,19.05095,18.81121,18.80502,QSO,1.587403,1693,53446,312
19.56456,18.57335,18.23351,18.08445,18.03056,STAR,-0.0006947233,4181,55685,626
18.70665,17.5442,17.06201,16.76061,16.62521,GALAXY,0.0645963,2527,54569,229
17.40098,15.85678,15.2702,15.07726,14.96626,STAR,0.0001614365,2175,54612,264
17.58208,16.07581,15.54008,15.36633,15.31514,STAR,-6.987186E-05,2177,54557,92
16.85026,15.64834,15.82131,15.96527,16.05724,STAR,-0.0003662158,2526,54582,415
19.26858,18.27309,17.70708,17.38669,17.20897,GALAXY,0.1377658,1692,53473,108
17.8786,16.83657,16.70043,16.66999,16.71743,STAR,-6.054446E-05,980,52431,556
19.446,17.44795,16.46335,16.0484,15.66693,GALAXY,0.09696231,1571,53174,127
18.61021,17.50043,16.98713,16.75521,16.61438,STAR,-0.0007132844,2175,54612,437
19.14296,18.85375,18.61966,18.56117,18.53393,QSO,1.140312,1659,53224,562
19.49894,17.49786,16.42102,15.99222,15.6186,GALAXY,0.1239632,977,52410,210
19.27094,18.11602,17.74981,17.49563,17.38856,GALAXY,0.05250419,1728,53228,561
19.38324,18.30006,17.85807,17.55616,17.35537,GALAXY,0.03469057,1414,53135,535
19.3156,18.30285,17.84991,17.666,17.56858,GALAXY,0.03525577,1414,53135,536
18.65212,17.12904,16.57632,16.35295,16.26449,STAR,-5.088002E-05,2177,54557,617
17.19994,16.31931,16.02945,15.92227,15.88575,STAR,-0.0003956339,2177,54557,143
17.66149,16.38624,15.6874,15.30252,14.97901,GALAXY,0.03190306,2198,53918,163
18.98057,16.8554,15.8202,15.36549,15.00301,GALAXY,0.09519304,1571,53174,170
18.27541,16.22712,15.21876,14.72468,14.3391,GALAXY,0.05566975,2951,54592,15
17.17009,15.938,15.69557,15.62843,15.61557,STAR,5.143135E-05,1854,53566,180
17.75648,16.57351,16.74751,16.90891,16.98634,STAR,-0.000523276,1822,53172,20
18.72679,16.80965,15.8503,15.37192,15.0511,GALAXY,0.07249733,1729,53858,368
18.80687,16.93656,16.00017,15.56532,15.21224,GALAXY,0.1050081,977,52410,258
18.02499,16.7799,16.27263,15.99108,15.85321,GALAXY,0.04686576,595,52023,164
19.16849,18.93112,18.84366,18.64004,18.63116,QSO,1.613932,2970,54589,510
19.04017,17.83668,17.37356,17.17439,17.07956,STAR,-0.0001326446,2175,54612,335
17.78671,16.63401,16.2263,16.03851,16.00113,STAR,2.260085E-05,2180,54613,410
19.1588,17.80849,17.23092,16.89061,16.66589,GALAXY,0.03385827,2525,54569,224
18.74324,17.47452,16.96097,16.62273,16.4337,GALAXY,0.06438308,1837,53494,338
16.39578,15.02195,14.33032,13.93853,13.63991,GALAXY,0.03686974,1414,53135,284
19.58178,18.1761,17.66115,17.30564,17.15172,GALAXY,0.1047384,1728,53228,483
19.38606,18.33,17.59583,17.17871,16.92641,GALAXY,0.1499717,2201,53904,284
16.41381,15.88875,14.57806,14.9576,14.48656,STAR,9.829072E-05,2808,54524,14
18.23628,16.33168,15.39834,14.93439,14.55008,GALAXY,0.05366343,1837,53494,293
19.0803,17.84488,17.32914,17.04275,16.79539,GALAXY,0.04623742,2201,53904,312
19.39223,18.19425,17.79084,17.52148,17.33213,GALAXY,0.04656916,1414,53135,223
19.34745,18.25829,17.82706,17.61572,17.42926,GALAXY,0.0473562,2201,53904,319
18.84682,17.84698,17.55032,17.41566,17.38985,STAR,-0.0007429221,1693,53446,328
19.47729,17.80393,16.82579,16.26067,15.83397,GALAXY,0.08164383,2201,53904,430
18.88135,17.80189,17.35374,17.06677,16.88756,GALAXY,0.03704505,1571,53174,477
18.83396,17.2411,16.51557,16.12995,15.96933,GALAXY,0.09347917,2526,54582,355
17.27049,15.98241,15.39291,15.12963,15.01416,STAR,-7.827538E-05,2177,54557,251
