#Table1
u,g,r,i,z,class,redshift,plate,mjd,fiberid
18.99471,18.08751,17.66162,17.50052,17.45486,STAR,-0.001103988,3292,54943,28
18.27113,17.39989,17.053,16.91249,16.86583,STAR,-0.0006854862,2170,53875,127
19.42584,19.19211,19.19701,19.11933,19.04156,QSO,2.080039,5201,55832,226
18.30119,18.15087,17.89323,17.9262,17.99087,QSO,1.067248,2955,54562,227
18.81219,17.79204,17.36753,17.00461,16.91005,GALAXY,0.08571733,1686,53472,356
19.54537,17.55621,16.53428,16.07693,15.71135,GALAXY,0.08981059,1852,53534,513
19.42381,19.01731,19.01558,19.09832,19.28166,STAR,9.66999E-06,2517,54567,28
15.16845,14.87518,15.15564,15.39523,15.58625,STAR,4.887546E-05,2797,54616,19
15.96572,14.76202,14.37509,14.25744,14.18502,STAR,-8.132569E-06,2797,54616,39
19.47523,18.47328,18.08803,17.90233,17.8258,STAR,-6.310522E-05,2818,54616,81
18.31169,16.80192,16.19191,15.95211,15.78107,STAR,2.518479E-05,2797,54616,23
17.67682,16.22013,16.10213,16.07558,16.06049,STAR,0.0003710703,2797,54616,106
18.12759,16.66597,16.04543,15.79076,15.65868,STAR,-7.545266E-05,2797,54616,638
17.65859,16.40288,16.34908,16.36008,16.37925,STAR,-0.0002848121,2797,54616,138
17.7234,16.3391,15.65589,15.32357,15.14283,STAR,-0.0005313644,2797,54616,634
17.38279,15.68062,14.96096,14.61949,14.42789,STAR,-4.599164E-05,2797,54616,162
18.85737,17.76585,17.41576,17.28668,17.26921,STAR,-0.0002625174,2797,54616,250
18.07026,16.69602,16.71983,16.74948,16.75484,STAR,-0.001433675,2797,54616,574
16.02093,14.91952,14.55431,14.4058,14.34895,STAR,-0.0006004773,2797,54616,511
18.53552,17.15366,17.18118,17.21574,17.27543,STAR,-0.0003222497,2797,54616,429
16.56095,15.5998,15.22085,15.06403,15.01724,STAR,-0.0004932198,2797,54616,369
18.19074,18.42473,18.83075,19.15092,19.49058,STAR,-1.398535E-05,2818,54616,374
18.89751,16.43597,15.09299,14.69696,14.23759,STAR,-8.121142E-05,2535,54632,613
18.0438,16.4711,15.61171,15.24752,15.07909,STAR,0.0004141489,2535,54632,562
19.14384,17.83442,17.03133,16.66243,16.41695,STAR,-0.0002591746,2535,54632,441
19.17242,16.62897,15.31816,14.69884,14.28999,STAR,0.000496322,2535,54632,460
18.54167,16.73606,15.82562,15.44673,15.20149,STAR,-3.95092E-06,2535,54632,416
18.72519,16.05621,14.78625,14.26934,13.90918,STAR,0.0001911144,2535,54632,471
19.30324,17.03899,15.919,15.46278,15.14632,STAR,-3.980912E-05,2535,54632,421
18.79508,16.41093,15.20297,14.65127,14.29542,STAR,-0.0002475508,2535,54632,344
16.59673,15.30522,15.39457,15.48191,15.52505,STAR,-0.0002404752,2796,54629,84
18.99386,17.98395,17.81573,17.76421,17.76191,STAR,-0.0004380085,2796,54629,598
17.4356,15.98456,15.4508,15.27187,15.18919,STAR,-6.266959E-06,2796,54629,204
18.76575,17.1644,16.32514,15.91335,15.58232,GALAXY,0.1005859,348,51671,608
19.32644,17.95874,17.40569,17.22299,17.1199,STAR,-8.611758E-05,348,51671,637
18.46135,16.32994,15.56006,15.33107,15.21756,STAR,6.71668E-05,348,51671,606
17.45203,15.50059,14.5773,14.14114,13.81289,GALAXY,0.02468802,348,51671,592
19.56113,18.06826,17.54915,17.38,17.28793,STAR,-0.0003647955,2796,54629,168
18.67111,16.70485,15.83559,15.48194,15.27059,STAR,-8.804855E-05,2796,54629,176
18.86272,17.03113,16.09108,15.57486,15.18042,GALAXY,0.07305734,348,51671,560
19.3187,17.70266,17.1206,16.93252,16.83957,STAR,-0.0002084606,2796,54629,479
19.31231,17.83112,17.13226,16.83578,16.68186,STAR,0.0001147296,2817,54627,479
19.51249,17.9569,17.29274,17.03558,16.91601,STAR,-1.142088E-05,2817,54627,461
19.06174,17.93292,17.3376,16.95094,16.72832,GALAXY,0.1068698,348,51671,133
18.77225,17.42192,16.88735,16.64783,16.52416,STAR,-0.0001017419,2796,54629,289
18.75529,16.51526,15.5564,15.15235,15.1146,STAR,-3.469654E-05,348,51671,223
17.66419,16.50337,16.08726,15.94032,15.88311,STAR,-4.752808E-05,2817,54627,311
18.99449,18.05462,17.76041,17.62881,17.562,STAR,-0.0007701918,2796,54629,445
19.17623,17.61283,16.86299,16.56198,16.38248,STAR,2.731013E-05,2833,54650,284
18.42463,16.77505,16.15567,15.92893,15.86987,STAR,-7.431579E-05,348,51671,411
18.22961,16.2333,15.32037,14.80331,14.49609,GALAXY,0.0514413,348,51671,220
19.09446,17.72714,17.63603,17.61972,17.58093,STAR,-0.0005431529,2812,54639,299
17.78056,15.76395,14.97713,14.71254,14.57885,STAR,-0.000328232,2534,53917,216
18.57888,17.5637,17.27278,17.11756,17.05681,STAR,-0.0003202582,2796,54629,370
18.81821,17.89636,17.56639,17.42073,17.39228,STAR,-0.0003192834,2796,54629,305
18.75181,18.55807,18.78209,18.94273,19.19762,STAR,-0.0001211635,2833,54650,291
17.69925,15.98649,15.14227,14.79472,14.71443,STAR,1.511744E-05,2812,54639,258
18.12076,16.84021,16.30388,16.05682,15.94002,STAR,-0.0001385594,2796,54629,380
18.20662,17.16882,16.96041,16.90534,16.90085,STAR,-0.0008114422,2796,54629,325
18.68736,17.55889,17.10873,16.85324,16.7249,GALAXY,0.0718553,348,51671,389
18.48563,17.22298,16.6487,16.39135,16.26059,STAR,-0.0002207244,2184,53534,128
18.60888,16.54159,15.6364,15.33025,15.03958,STAR,3.448503E-05,2812,54639,275
18.58184,17.13771,16.51895,16.23112,16.07691,STAR,0.0002409978,2534,53917,15
18.51976,17.27527,17.00244,16.88781,16.87671,STAR,-8.777496E-05,2184,53534,250
16.87385,14.99756,14.20559,15.68594,13.78196,STAR,3.407973E-05,2534,53917,432
18.76224,18.45202,18.61343,18.75159,18.90067,STAR,-0.0002475764,4075,55352,62
17.85908,16.50985,15.9694,15.76065,15.65554,STAR,-0.0003508656,2534,53917,422
18.90007,17.35727,16.75304,16.51711,16.40325,STAR,-7.373104E-05,2534,53917,382
19.38732,17.74712,17.00832,16.73183,16.54668,STAR,-6.485487E-05,2812,54639,153
17.0547,15.77222,15.32863,15.16618,15.10377,STAR,0.0001019165,2195,54234,48
19.34533,18.04898,18.10987,18.18686,18.23395,STAR,-0.0007003794,2195,54234,300
17.72083,16.29023,15.69744,15.46202,15.35026,STAR,-0.0001538576,2184,53534,300
19.38655,18.47131,18.11851,17.99688,17.89026,STAR,-0.000143418,4075,55352,98
19.48717,18.19449,17.42552,16.98211,16.71214,GALAXY,0.1376484,364,52000,41
19.17672,18.01419,17.54175,17.46432,17.01472,GALAXY,0.05264678,2210,53535,62
17.80225,16.18305,15.54595,15.3206,15.21465,STAR,6.414802E-06,2184,53534,176
17.88185,16.54036,16.63707,16.74021,16.76181,STAR,-0.0002618367,2184,53534,183
18.73264,16.93491,16.03367,15.56374,15.21298,GALAXY,0.05883155,1567,53172,125
18.58263,18.45001,18.37251,18.14009,18.07146,QSO,1.924138,364,52000,518
17.89993,16.25687,15.53048,15.22856,15.0523,STAR,-0.0001154004,2812,54639,520
18.43502,17.20695,17.17958,17.25917,17.35373,STAR,0.0002784004,2184,53534,198
19.35198,18.30949,17.8181,17.63387,17.55581,STAR,-0.0002773956,2542,53919,543
18.0378,16.75074,16.15517,15.90853,15.78057,STAR,-0.0001287927,2534,53917,374
19.26312,17.34657,16.42738,15.98644,15.61321,GALAXY,0.04768572,364,52000,132
18.80626,18.83807,19.10639,19.30379,19.62779,STAR,3.619259E-05,1567,53172,104
18.55634,16.94723,16.16518,15.80348,15.59375,STAR,-0.0007117444,2184,53534,152
19.42705,18.93992,18.91214,18.68928,18.60871,QSO,0.5444264,2210,53535,148
18.85038,17.32817,17.10128,17.06184,16.97502,STAR,-0.0004309315,2812,54639,369
19.34727,17.42153,16.61314,16.28988,16.1102,STAR,-0.0001466918,2184,53534,166
17.97382,16.7313,16.19508,15.91699,15.71101,GALAXY,0.04765368,364,52000,446
17.92914,15.7219,14.78348,14.40671,14.17834,STAR,-6.294231E-05,2534,53917,578
19.19998,18.74894,17.84739,17.70088,17.66982,STAR,-0.0001389245,2210,53535,107
19.42904,18.17247,17.7089,17.43029,17.32142,GALAXY,0.05045888,2210,53535,402
17.05668,16.00019,15.67895,15.55624,15.51269,STAR,-0.0008242303,2184,53534,349
18.32239,16.57507,15.94267,15.7264,15.62462,STAR,-0.0002346174,2534,53917,401
17.23839,16.24078,15.8511,15.67401,15.59616,STAR,-0.0003771697,2184,53534,497
19.37716,18.27439,17.79255,17.50239,17.31034,GALAXY,0.0468028,364,52000,204
16.54079,15.49535,15.10584,14.94743,14.89605,STAR,-0.0008873953,2184,53534,356
19.21855,18.02156,17.69253,17.46486,17.33395,GALAXY,0.05033941,2532,54589,631
17.48974,16.23201,16.17793,16.14911,16.13778,STAR,0.0003283876,2210,53535,201
19.37157,18.7317,18.63087,18.53108,18.27238,QSO,2.350683,2532,54589,492
19.13682,17.68731,16.95025,16.58156,16.33688,GALAXY,0.05630004,364,52000,364
19.49956,18.18242,17.81121,17.592,17.44454,GALAXY,0.05721847,2204,53877,136
17.90534,16.5176,16.44391,16.44658,16.4252,STAR,-0.0006819256,1425,52913,150
17.99344,16.1837,15.39936,15.10657,14.94763,STAR,-8.846999E-05,2184,53534,501
19.19478,17.46017,16.51566,16.1057,15.77427,GALAXY,0.09282852,2533,54585,580
18.95994,17.96187,17.5876,17.43191,17.38909,STAR,-0.0004708942,1425,52913,40
19.16544,17.31799,16.30843,15.81961,15.46958,GALAXY,0.08112298,1567,53172,171
19.02771,17.81845,17.56123,17.43344,17.3971,STAR,-0.0006742504,2204,53877,114
16.85413,15.7139,15.40036,15.27858,15.24712,STAR,-0.0001772377,2184,53534,627
18.31637,17.11456,16.62714,16.06023,16.14698,GALAXY,0.031716,2532,54589,47
19.35721,17.9652,17.3383,16.99301,16.75746,GALAXY,0.05185461,2204,53877,604
19.25787,17.33267,16.41638,15.98221,15.64742,GALAXY,0.05360551,4065,55368,654
17.71741,16.68739,16.33268,16.24848,16.1412,STAR,-1.85618E-05,1689,53177,4
16.55192,15.45303,15.01161,14.81999,14.72831,STAR,-0.0006984064,2184,53534,409
19.13658,18.16401,18.06517,18.06188,18.08046,STAR,-0.0005689645,2204,53877,203
16.30614,14.93557,14.33916,14.06391,13.90401,STAR,-0.0008171588,2184,53534,606
17.79939,17.36424,17.31535,17.34231,17.4767,STAR,-0.0003621408,2184,53534,611
17.42564,15.83774,15.21497,14.97528,14.86269,STAR,-0.0001145779,2184,53534,602
17.79538,16.51396,16.37028,16.35541,16.39807,STAR,-5.070227E-05,1568,53169,90
19.10497,17.18329,16.2932,15.86264,15.52783,GALAXY,0.05974434,4059,55360,394
18.38841,16.91163,16.24165,15.94284,15.7504,STAR,-0.001324116,2184,53534,365
18.02429,16.40559,15.81537,15.62206,15.53666,STAR,-7.561767E-05,2183,53536,259
19.33388,19.17709,19.07247,18.75009,18.80331,QSO,1.748746,1425,52913,286
18.64658,17.20013,16.66874,16.33632,16.13865,GALAXY,0.03400538,2532,54589,164
19.13644,17.90152,17.29926,16.79654,16.43591,STAR,-0.0001419014,2184,53534,369
19.04769,17.19642,16.2699,15.82959,15.48104,GALAXY,0.05964028,4059,55360,684
19.53161,18.09576,17.564,17.27689,17.09715,GALAXY,0.04654646,1689,53177,109
19.50765,17.4683,16.70696,16.43792,16.30945,STAR,2.290233E-05,2183,53536,18
17.53158,16.58604,16.26279,16.12284,16.09638,STAR,5.751E-05,1568,53169,639
18.77261,17.46577,17.12806,16.92377,16.78381,GALAXY,0.04733335,2531,54572,11
17.02427,16.93309,17.07143,17.16022,17.2611,STAR,-0.0003189188,4068,55445,922
18.36415,16.88068,16.28054,16.06557,15.95924,STAR,6.972802E-05,2183,53536,61
18.37244,17.20801,16.85901,16.72122,16.66606,STAR,-0.0003635589,2183,53536,245
18.00823,16.1217,15.22772,14.8148,14.46589,GALAXY,0.04944801,1689,53177,637
17.12589,15.40269,14.73262,16.99516,14.25527,STAR,-0.0005670865,2183,53536,284
17.5874,16.45939,16.2547,16.19432,16.20696,STAR,-0.0002164147,1689,53177,296
17.37432,16.21124,15.85524,15.72746,15.70301,STAR,4.74494E-05,2204,53877,529
18.57806,16.95279,16.16002,15.75325,15.45654,GALAXY,0.06319453,1425,52913,620
17.48754,16.00834,15.49289,15.32515,15.2373,STAR,-8.004663E-05,2203,53915,104
18.35727,17.1326,16.67909,16.4712,16.40649,STAR,-0.000125475,2183,53536,269
19.39826,18.18115,17.5944,17.24622,17.04712,GALAXY,0.05080505,1732,53501,149
19.21309,18.08945,17.70698,17.51677,17.55528,STAR,-0.0004240879,2183,53536,119
18.74608,17.4436,16.77407,16.37267,16.11496,GALAXY,0.05701595,346,51693,147
19.57047,18.41483,17.41983,16.94361,16.57934,GALAXY,0.1857312,2209,53907,223
18.53967,16.99734,16.29745,15.99419,15.81678,STAR,-0.0008262732,2183,53536,156
19.40122,17.74922,17.16027,16.93737,16.84746,STAR,-5.550768E-05,3290,54941,58
18.18017,16.36046,15.63417,15.35149,15.19386,STAR,-0.0001329814,2183,53536,594
19.45238,18.97935,18.8306,18.94376,18.68464,QSO,0.7995399,1689,53177,490
19.32041,17.51541,16.52693,16.01175,15.68637,GALAXY,0.06543567,4059,55360,668
19.39907,17.94326,17.31249,17.03276,16.90861,STAR,0.0001736657,3298,54924,13
18.92053,17.43636,16.84981,16.61803,16.4921,STAR,-5.789994E-05,2183,53536,516
18.95657,17.48573,16.68804,16.26645,15.96596,GALAXY,0.08795685,2209,53907,536
16.93179,16.19018,15.95554,15.81917,15.71906,GALAXY,0.02202795,1568,53169,170
19.4917,18.51692,18.1549,18.01454,17.95237,STAR,-4.091358E-06,5015,55707,52
16.75437,16.63157,16.94213,17.21903,17.57638,STAR,-5.774251E-05,4175,55680,760
19.35712,18.08503,18.14079,18.2436,18.24068,STAR,5.573878E-05,2531,54572,95
17.53814,16.24306,16.32613,16.40931,16.45191,STAR,0.0002217829,3298,54924,592
18.74944,17.41249,16.66237,16.18483,15.86686,GALAXY,0.07053563,346,51693,163
19.07127,17.71968,17.59879,17.56979,17.58617,STAR,-0.0004958491,346,51693,201
18.16262,17.17976,16.6962,16.27618,16.15292,GALAXY,0.09862995,2531,54572,96
17.99666,16.77839,16.2317,15.98016,15.85936,STAR,-0.001566078,2183,53536,395
19.59153,18.00215,17.38455,17.15256,17.07464,STAR,1.941394E-05,2183,53536,512
18.91838,17.60501,17.05543,16.8279,16.7381,STAR,-0.0001131984,1568,53169,488
18.71432,17.36825,16.8183,16.5485,16.335,GALAXY,0.0423018,1568,53169,618
19.10503,17.4705,16.71618,16.3427,16.00935,GALAXY,0.06123198,1732,53501,198
17.41101,16.21749,16.07194,16.05178,16.00317,STAR,-0.0003498833,2183,53536,381
17.80455,16.58682,16.10414,15.91615,15.84104,STAR,-0.0001934935,2530,53881,106
19.34073,18.22667,17.80234,17.63865,17.58285,STAR,-0.0001901442,2209,53907,246
19.55482,19.45729,19.17575,19.13797,19.29339,QSO,1.226927,2531,54572,551
17.63469,16.28442,15.79192,15.56819,15.49967,GALAXY,0.01675267,2530,53881,1
19.44659,18.30218,17.74711,17.40302,17.19978,GALAXY,0.05015283,2530,53881,72
19.41207,18.88776,18.56437,18.58996,18.3926,QSO,1.06284,346,51693,256
17.28865,16.02778,15.55783,15.37509,15.28831,STAR,-0.0004198621,346,51693,366
18.63951,17.57251,17.12716,16.93638,16.83178,STAR,-0.0005342733,2183,53536,342
17.77472,16.47738,16.45379,16.46153,16.46948,STAR,0.000303975,2209,53907,451
18.77921,17.69619,17.25916,17.07439,16.98365,STAR,0.0005288618,3298,54924,88
17.5676,16.2725,15.72698,15.48845,15.36144,STAR,-0.0006648973,2183,53536,388
18.47461,16.61397,15.66799,15.2302,14.90707,GALAXY,0.08979246,2203,53915,277
19.05826,17.66037,17.03975,16.61088,16.36338,GALAXY,0.05916558,1688,53462,149
18.40625,18.37905,18.44796,18.471,18.47415,STAR,-2.268776E-05,1569,53168,49
19.36469,18.4443,17.93941,17.51313,17.40304,GALAXY,0.100105,2207,53558,37
17.01796,15.74896,15.72258,15.74013,15.75111,STAR,-0.001079394,2183,53536,444
18.99196,17.21147,16.32828,15.90067,15.62046,GALAXY,0.08924147,2531,54572,183
18.37067,18.72112,19.20442,19.51011,20.03501,STAR,-0.000978782,346,51693,421
19.17809,18.70228,18.36575,18.26985,18.08779,QSO,0.8808028,1688,53462,197
16.54012,15.44979,15.20749,15.14893,15.15981,STAR,-0.0001892461,2183,53536,406
19.14524,17.26196,16.41585,15.98944,15.64431,GALAXY,0.03462844,1568,53169,444
19.3191,18.37432,18.02219,17.87511,17.83569,STAR,-0.001137451,4062,55383,418
18.79416,18.45532,18.51229,18.39048,18.37384,QSO,0.5228001,2203,53915,261
17.48665,15.79206,15.23668,14.94253,14.94598,STAR,-1.345325E-05,2531,54572,227
18.22662,17.12623,16.65844,16.38274,16.18037,GALAXY,0.03284799,2531,54572,463
19.23878,18.25462,17.83177,17.66868,17.63414,STAR,0.0004372686,2178,54629,19
19.27011,18.23229,17.71299,17.5169,17.40527,STAR,-0.000428461,3298,54924,138
19.25557,18.05698,17.55712,17.25831,17.11087,GALAXY,0.09013344,2203,53915,206
18.95364,17.7462,17.20669,16.95828,16.83096,STAR,-0.0006396371,3426,54977,593
18.98943,17.1378,16.22993,15.75233,15.38128,GALAXY,0.09758605,1731,53884,155
17.35412,17.00556,17.32741,17.55765,17.78517,STAR,-0.001326166,4179,55684,865
16.67255,15.49166,14.90027,14.58258,14.32389,GALAXY,0.03008097,1689,53177,327
17.49398,16.42778,16.12119,16.02635,16.00991,STAR,7.842726E-05,2178,54629,629
19.44547,19.24201,19.18287,19.1473,18.98858,QSO,0.7083007,1569,53168,218
19.59168,18.31766,17.87719,17.66635,17.59778,STAR,1.902564E-05,3426,54977,107
19.53573,18.28971,17.79367,17.62772,17.52439,STAR,0.0001262136,2203,53915,215
19.1982,19.00824,18.61361,18.53635,18.52703,QSO,1.211521,1731,53884,526
18.91446,17.92078,17.61145,17.47924,17.45058,STAR,0.0004970051,3298,54924,202
19.41674,17.34047,16.32712,15.86844,15.50073,GALAXY,0.1001688,2531,54572,283
19.36595,17.35709,16.50221,16.17527,15.9812,STAR,1.517755E-05,2529,54585,587
19.51024,19.26141,18.97744,18.85419,18.85919,QSO,1.185578,2531,54572,334
17.68177,16.6397,16.21072,16.03843,15.95578,STAR,9.984998E-05,3298,54924,191
19.48344,17.94634,17.29979,17.05285,16.91958,STAR,2.120333E-05,3426,54977,635
17.85959,16.83741,16.65599,16.39772,16.35134,STAR,-0.0002894832,3426,54977,71
18.99707,17.63266,16.90567,16.50017,16.18811,GALAXY,0.1001715,2531,54572,271
19.48518,18.49336,18.262,18.1779,18.16197,STAR,-0.0008653273,2193,53888,89
18.08205,17.48641,17.27696,17.21807,17.23075,STAR,0.0003976661,2203,53915,372
18.03277,17.0135,16.65407,16.56856,16.52956,STAR,-0.0009049415,2207,53558,549
18.49486,17.2985,16.65781,16.28437,16.06823,GALAXY,0.09000572,2203,53915,258
19.17197,17.09506,16.06406,15.62429,15.28172,GALAXY,0.09934589,2529,54585,141
19.31679,17.40248,16.39848,15.95325,15.5779,GALAXY,0.09465817,5004,55711,330
18.806,16.89206,16.04668,15.61968,15.30665,GALAXY,0.04147156,2529,54585,198
17.9489,16.81137,16.70566,16.71258,16.73713,STAR,-0.0004403951,3298,54924,252
19.31455,18.39281,18.0559,17.92371,17.88985,GALAXY,0,2531,54572,145
18.43891,17.06389,16.38996,16.00902,15.76261,GALAXY,0.06325054,2208,53880,10
17.51443,16.17966,15.46803,15.06108,14.73079,GALAXY,0.05026967,2202,53566,557
19.52664,17.96323,17.18641,16.72183,16.40134,GALAXY,0.05101153,2202,53566,102
16.73167,15.65233,15.48596,15.43586,15.46889,STAR,-0.000132396,2182,53905,125
18.16362,16.94421,16.49981,16.35886,16.30466,STAR,-0.0002539821,3290,54941,570
19.21369,17.80857,17.20923,16.95596,16.84335,STAR,-0.0001283208,3426,54977,546
19.00306,18.04037,17.59657,17.29056,17.1164,GALAXY,0.07513989,2202,53566,580
17.85635,16.52157,15.9646,15.75253,15.64087,STAR,-0.0004068538,345,51690,86
19.42072,18.70648,18.22605,17.59892,18.3577,STAR,-0.0001491002,345,51690,506
17.91702,17.05863,16.70283,16.52517,16.48394,STAR,-0.0009283841,3290,54941,572
18.39504,17.12988,16.99871,16.97801,16.99168,STAR,-0.0007103773,2530,53881,190
16.58416,14.95327,14.2779,14.00433,13.86157,STAR,-0.0001649043,2178,54629,100
18.57928,16.55709,15.56684,15.12513,14.75544,GALAXY,0.0784241,1415,52885,238
19.22596,18.04412,17.55309,17.33978,17.20889,STAR,-0.0002887547,1731,53884,369
17.97335,16.58491,15.97842,15.73266,15.61248,STAR,-0.0002377347,3290,54941,312
17.46878,15.97735,15.31687,15.03738,14.90493,STAR,0.0005001451,2178,54629,570
17.7483,16.42032,15.84407,15.59918,15.46315,STAR,-0.001535544,2182,53905,47
19.52049,18.13443,17.53388,17.2951,17.09821,STAR,0.0002091335,3290,54941,398
18.93233,18.77306,18.63021,18.6622,18.67881,QSO,0.997231,1823,53886,522
19.56904,18.18889,17.62804,17.43037,17.35195,STAR,-0.0002428246,2178,54629,551
18.1288,16.67353,16.0735,15.77223,15.53926,GALAXY,0.01718373,5205,56040,255
19.05002,17.76618,17.80856,17.87683,17.90668,STAR,-0.0009618757,3426,54977,173
19.52472,18.17562,17.39784,16.92937,16.71541,QSO,0.1471375,2529,54585,423
19.39714,17.79268,16.79713,16.31404,15.96918,GALAXY,0.1879452,2202,53566,502
19.59138,17.73038,16.77956,16.31028,15.97849,GALAXY,0.1069236,1687,53260,181
19.24222,19.04205,18.7076,18.62304,18.80651,QSO,1.13797,1687,53260,172
18.59122,17.56834,17.24212,17.24257,18.17929,GALAXY,0.005018893,345,51690,161
18.67765,18.46883,18.31469,18.14582,18.20468,QSO,1.482054,2202,53566,145
18.62494,17.5206,17.22965,17.00678,16.95024,GALAXY,0.01744578,2529,54585,241
18.73065,18.10407,18.08372,17.98649,17.92406,GALAXY,0.05083334,2208,53880,189
17.64345,16.58206,16.03177,15.67548,15.45597,GALAXY,0.07412146,1823,53886,159
18.74914,18.04221,17.91418,17.74799,17.68866,GALAXY,0.05083069,2202,53566,524
18.03476,17.79759,17.56204,17.6263,17.0425,QSO,0.3306686,2529,54585,400
19.15933,17.92574,17.04386,16.60093,16.27778,GALAXY,0.1678733,1415,52885,573
16.66235,17.04523,17.53641,17.86726,18.15521,STAR,3.51815E-05,4807,55687,720
19.40344,18.17904,17.48538,17.08317,16.88841,GALAXY,0.1659599,1823,53886,123
18.69714,17.48616,16.93121,16.69454,16.56997,STAR,-0.00141704,2180,54613,207
18.36544,16.78784,16.14786,15.85595,15.72644,STAR,-0.000616851,2182,53905,149
18.73291,17.7752,17.48451,17.36168,17.35272,STAR,-0.0007237485,2178,54629,494
18.80957,17.73251,17.38862,17.23561,17.17983,STAR,-0.0005730139,1693,53446,15
18.87871,17.66926,17.05803,16.73153,16.41729,GALAXY,0.0277606,345,51690,370
19.56866,18.14599,17.53941,17.17874,16.9765,GALAXY,0.05946141,2208,53880,134
17.75176,16.36066,15.7614,15.52209,15.40956,STAR,-0.0005279118,2180,54613,38
17.67184,17.99927,18.42186,18.75654,19.00227,STAR,-0.0001653515,4807,55687,354
17.42283,17.80762,18.28199,18.64025,18.96146,STAR,-0.0002643268,4056,55357,388
16.53255,16.6638,17.07162,17.36032,17.64917,STAR,0.0002480719,4178,55653,560
18.63923,17.46266,17.3984,17.41253,17.46644,STAR,-0.0003334361,979,52427,30
18.30358,16.27582,15.4158,14.93939,14.64959,GALAXY,0.05125237,4067,55361,716
19.12564,18.09791,17.52394,17.1461,16.89517,GALAXY,0.1096255,2528,54571,159
17.94011,16.81588,16.42843,16.27089,16.25252,STAR,-0.0002700679,2182,53905,157
18.28419,17.20476,17.42082,17.59833,17.71808,STAR,-0.0009791481,1693,53446,109
